void_id,void_index,redshift,radius_hmpc_assumed,center_dist_hmpc,x_over_Rv,valid_shell_samples,center_delta_gstar,shell_delta_mean,shell_delta_median,shell_delta_p84,monopole_outflow_kms,raw_mean_outflow_kms,dipole_rms_kms,quadrupole_rms_kms,residual_rms_kms,outer_delta_2p5R,void_class,low_quadrupole_shear
11653.0,13,0.02182,6.7,65.12393623544556,2.0,256,-0.6234721484690158,-0.3474598297536405,-0.4817631563145406,0.11807344805173091,82.43787748462444,82.46393457326496,43.11221513711984,45.98373218643613,34.19571906938416,-0.3103494289383907,void_in_void,False
11653.0,13,0.02182,6.7,65.12393623544556,2.5,256,-0.6234721484690158,-0.3103494289383907,-0.4555327576992335,0.23932433448292942,90.86921921340573,90.90475910979845,68.28585769186175,64.53220363021464,52.09598299334768,-0.3103494289383907,void_in_void,False
1855.0,14,0.04258,5.96,126.53870134958225,0.8,256,2.2541245332633313,1.6732567329142563,1.383038844625019,2.5083017729907073,-129.30915261083496,-129.29238236474137,41.92931678371347,25.821172699253726,7.0308614544674715,-0.12892733469646328,void_in_void,True
1855.0,14,0.04258,5.96,126.53870134958225,1.0,256,2.2541245332633313,1.3923454983879284,1.0267623379999753,2.262499768160091,-146.10007052457257,-146.07885634809833,60.08406426965925,23.926645564608222,9.344419591904991,-0.12892733469646328,void_in_void,True
1855.0,14,0.04258,5.96,126.53870134958225,1.25,256,2.2541245332633313,1.0203968417751776,0.6485067878036641,1.869873579838995,-155.44535876774324,-155.4195042634141,81.87591344594186,20.214060252712823,11.576828416345627,-0.12892733469646328,void_in_void,True
1855.0,14,0.04258,5.96,126.53870134958225,1.5507603954646239,256,2.2541245332633313,0.598714375588754,0.3347588671471925,1.3054398422007234,-150.58290808381636,-150.55335451975355,102.81023910514611,20.155069744756627,13.693525180980654,-0.12892733469646328,void_in_void,True
1855.0,14,0.04258,5.96,126.53870134958225,2.0,256,2.2541245332633313,0.13479306171119174,-0.029551069324245036,0.5882440902494934,-120.29703464322323,-120.26710232599972,116.68173723310234,27.947220263752744,16.917306483268813,-0.12892733469646328,void_in_void,True
1855.0,14,0.04258,5.96,126.53870134958225,2.5,256,2.2541245332633313,-0.12892733469646328,-0.21753293931777912,0.16778833877163257,-74.1694237417079,-74.14429703728445,111.67501119051711,34.63212138753665,24.426804345337423,-0.12892733469646328,void_in_void,True
19966.0,15,0.02721,15.92,81.12074399266085,0.8,256,0.14736412631431217,1.4184061704646087,0.7944014415092118,2.7624586202351353,-209.7879443873896,-209.86125940593865,375.60840147347693,137.24098257111766,57.87334230223659,0.10073141080824716,void_in_cloud_or_compensated,False
19966.0,15,0.02721,15.92,81.12074399266085,1.0,256,0.14736412631431217,1.2923291892396511,0.9832633265357682,2.6159526017474675,-286.5675585691246,-286.6584017964463,449.5560710329547,160.9803207093588,64.06815729237547,0.10073141080824716,void_in_cloud_or_compensated,False
19966.0,15,0.02721,15.92,81.12074399266085,1.25,256,0.14736412631431217,0.8950546073208852,0.47965030478999815,2.1681931821932863,-334.27472190554994,-334.36800132521745,476.3077310843461,144.49596152234687,76.10884561083546,0.10073141080824716,void_in_cloud_or_compensated,False
19966.0,15,0.02721,15.92,81.12074399266085,1.5507603954646239,256,0.14736412631431217,0.4149051624334643,0.0537546995548399,1.284049582889158,-322.6447436429383,-322.73649796937184,478.52042108117996,115.72448270234732,65.75651797442578,0.10073141080824716,void_in_cloud_or_compensated,False
19966.0,15,0.02721,15.92,81.12074399266085,2.0,256,0.14736412631431217,0.06852426151548417,-0.21154395157493822,0.8602804840039263,-237.40425480447024,-237.4911031310617,476.0471025550727,89.03319859744192,88.52726126824612,0.10073141080824716,void_in_cloud_or_compensated,False
19966.0,15,0.02721,15.92,81.12074399266085,2.5,256,0.14736412631431217,0.10073141080824716,-0.14860906639406654,0.8282635267972209,-173.62759702196715,-173.69609223671705,464.01276396791997,53.243262358567414,107.66021711523338,0.10073141080824716,void_in_cloud_or_compensated,False
13035.0,16,0.02212,9.87,66.0152405144911,0.8,256,-0.4421546403823204,-0.010595491400363366,-0.08857295527675196,0.4059470843895452,15.630297758007886,15.64776727377256,34.624022747308615,55.68868318976961,30.785693602766674,0.18991903477251773,void_in_cloud_or_compensated,False
13035.0,16,0.02212,9.87,66.0152405144911,1.0,256,-0.4421546403823204,0.04331945123457338,-0.047052334117542643,0.6054455445608041,8.32375684263163,8.342956707321918,51.47080676053873,63.659277636209445,41.06429358757714,0.18991903477251773,void_in_cloud_or_compensated,False
13035.0,16,0.02212,9.87,66.0152405144911,1.25,256,-0.4421546403823204,0.005535115092443643,-0.0745222301793278,0.6790780666635623,2.790304649488282,2.8118598587555894,72.57523424596107,73.379899061827,52.9966537755475,0.18991903477251773,void_in_cloud_or_compensated,False
13035.0,16,0.02212,9.87,66.0152405144911,1.5507603954646239,256,-0.4421546403823204,-0.08704707156791863,-0.21121640224764215,0.5980985688049074,6.635603939467458,6.662849804539022,95.33333280706763,83.68793614032577,63.94630142482607,0.18991903477251773,void_in_cloud_or_compensated,False
